Symbol,ShortName,IndustryName,PROVINCE,CITY,MAINBUSSINESS,Validated_Symbol
000001,平安银行,货币金融服务,广东省,深圳市,办理人民币存、贷、结算、汇兑业务；人民币票据承兑和贴现；各项信托业务；经人民银行批准发行或买卖人民币有价证券；外汇存款、汇款；境内境外借款；在境内境外发行或代理发行外币有价证券外汇存款、汇款、境内境外汇借款等。,000001.SZ
000002,万科A,房地产业,广东省,深圳市,房地产、贸易及零售等。,000002.SZ
000003,PT 金田A,综合类,广东省,深圳市,房地产。,000003.SS
000004,ST 国华,软件和信息技术服务业,广东省,深圳市,计算机软件及生物制药,000004.SZ
000005,ST 星源,生态保护和环境治理业,广东省,深圳市,房地产、交通运输、商务咨询、软件等。,000005.SS
000006,深振业A,房地产业,广东省,深圳市,房地产开发与经营。,000006.SZ
000007,全新好,房地产业,广东省,深圳市,酒店业务、物业管理和物业租赁,000007.SZ
000008,神州高铁,铁路、船舶、航空航天和其它运输设备制造业,北京市,北京市,轨道交通运营维护业务。,000008.SZ
000009,中国宝安,综合,广东省,深圳市,房地产开发经营,000009.SZ
000010,美丽生态,土木工程建筑业,广东省,深圳市,"市政隧道建设、园林绿化为核心业务,并涉及公路、环保、建筑工程施工、城市及道路照明、水利水电、河湖整治等其他专业性业务。",000010.SZ
000011,深物业A,房地产业,广东省,深圳市,房地产及相关业务。,000011.SZ
000012,南玻A,非金属矿物制品业,广东省,深圳市,浮法玻璃产品的加工制造,000012.SZ
000013,ST 石化A,能源批发业,广东省,深圳市,化工新材料、精细化工、生物工程、化纤、塑料加工及其相关工业产品的开发、生产、销售。,000013.SS
000014,沙河股份,房地产业,广东省,深圳市,房地产开发与销售。,000014.SZ
000015,PT 中浩A,综合类,广东省,深圳市,食品饮料、厨具、家具等。,000015.SS
000016,深康佳A,计算机、通信和其他电子设备制造业,广东省,深圳市,电视机、移动电话等家用电器。,000016.SZ
000017,深中华A,铁路、船舶、航空航天和其它运输设备制造业,广东省,深圳市,自行车及其零配件。,000017.SZ
000018,神州长城,建筑装饰和其他建筑业,广东省,深圳市,以棉布为主的纺织印染业务。,000018.SS
000019,深粮控股,批发业,广东省,深圳市,"茶及天然植物精深加工为主的食品原料(配料)生产、研发和销售业务,粮油储备、粮油贸易、粮油加工等粮油流通及粮油储备服务业务。",000019.SZ
000020,深华发A,计算机、通信和其他电子设备制造业,广东省,深圳市,生产销售彩电、印制电路板、注塑件等电子产品和经营超市。,000020.SZ
000021,深科技,计算机、通信和其他电子设备制造业,广东省,深圳市,计算机硬件、通讯设备等。,000021.SZ
000022,深赤湾A,水上运输业,广东省,深圳市,港口装卸、散货灌包、保税仓储运输。,000022.SS
000023,深天地A,非金属矿物制品业,广东省,深圳市,商品混凝土及其原材料的生产、销售。,
000024,招商地产,房地产业,广东省,深圳市,房地产开发经营、科研技术服务、兴办实业。,
000025,特力A,批发业,广东省,深圳市,"投资兴办实业,金属加工机械,通用零件的进出口业务。",000025.SZ
000026,飞亚达,零售业,广东省,深圳市,各类钟表及配件。,000026.SZ
000027,深圳能源,电力、热力生产和供应业,广东省,深圳市,各种常规能源和新能源的开发、生产、购销；投资和经营与能源相关的原材料的开发和运输、港口、码头和仓储工业等。,000027.SZ
000028,国药一致,批发业,广东省,深圳市,医药批发、零售等。,000028.SZ
000029,深深房A,房地产业,广东省,深圳市,房地产及物业管理。,000029.SZ
000030,富奥股份,汽车制造业,吉林省,长春市,进出口业务。,000030.SZ
000031,大悦城,房地产业,广东省,深圳市,房地产开发经营和实业投资。,000031.SZ
000032,深桑达A,建筑安装业,广东省,深圳市,通信设备、计算机及软件、办公室自动化设备等,000032.SZ
000033,新都酒店,住宿业,广东省,深圳市,酒店、商场、餐厅等。,000033.SS
000034,神州数码,批发业,广东省,深圳市,1、通讯服务运营、数据与语音服务、通讯设备的研制、开发、生产与销售、软件开发；2、经营国内商业、物资代销业；3、进出口贸易。,000034.SZ
000035,中国天楹,生态保护和环境治理业,江苏省,海安市,"以BOO、BOT方式投资、建设和运营城市生活垃圾焚烧发电项目,研发、生产、销售垃圾焚烧发电及环保成套设备。",000035.SZ
000036,华联控股,房地产业,广东省,深圳市,综合性房地产开发及运营,000036.SZ
000037,深南电A,电力、热力生产和供应业,广东省,深圳市,热电供应及有关工程承包。,000037.SZ
000038,深大通,商务服务业,广东省,深圳市,房地产开发、国内商业、物资供销业等。,000038.SS
000039,中集集团,金属制品业,广东省,深圳市,干货集装箱制造。,000039.SZ
000040,东旭蓝天,电力、热力生产和供应业,广东省,深圳市,房地产开发与经营。,000040.SS
000042,中洲控股,房地产业,广东省,深圳市,房地产开发与经营。,000042.SZ
000043,中航善达,房地产业,广东省,深圳市,房地产、物业管理、服务业及国内贸易。,000043.SS
000045,深纺织A,计算机、通信和其他电子设备制造业,广东省,深圳市,纺织品及相关业务，农副产品、化工产品等。,000045.SZ
000046,泛海控股,其他金融业,北京市,北京市,房地产及相关业务。,000046.SS
000047,ST 中侨,房地产开发与经营业,广东省,深圳市,房地产经营与开发。,000047.SS
000048,京基智农,农副食品加工业,广东省,深圳市,鸡禽、饲料等。,000048.SZ
000049,德赛电池,电气机械及器材制造业,广东省,深圳市,无汞碱锰电池、一次锂电池、锌空气电池、镍氢电、锂聚合物电池、燃料电池及其他种类电池、电池材料、配件和设备的技术开发和销售；电源管理系统和新型电子元器件的技术开发、测试及销售；移动通讯产品及配件的技术开发及销售。,000049.SZ
000050,深天马A,计算机、通信和其他电子设备制造业,广东省,深圳市,液晶显示器及相关材料。,000050.SZ
000055,方大集团,金属制品业,广东省,深圳市,建筑幕墙系统及材料、轨道交通设备(地铁屏蔽门等)。,000055.SZ
000056,皇庭国际,商务服务业,广东省,深圳市,百货的零售与批发;商业地产。,000056.SZ
000058,深赛格,商务服务业,广东省,深圳市,国内商业、物资供销业,000058.SZ
000059,华锦股份,石油加工、炼焦及核燃料加工业,辽宁省,盘锦市,化学肥料及其他化工产品。,000059.SZ
000060,中金岭南,有色金属冶炼及压延加工业,广东省,深圳市,铅锌精矿开采及冶炼，有色金属贸易等。,000060.SZ
000061,农产品,商务服务业,广东省,深圳市,农产品的经营和管理。,000061.SZ
000062,深圳华强,批发业,广东省,深圳市,计算机软、硬件及网络、通信产品。,000062.SZ
000063,中兴通讯,计算机、通信和其他电子设备制造业,广东省,深圳市,信息产业、通讯及电子设备、计算机系统的硬件、软件等。,000063.SZ
000065,北方国际,土木工程建筑业,北京市,北京市,铝型材、铝门窗、铝制品、建筑幕墙和室内外装饰工程设计制作施工等。,000065.SZ
000066,中国长城,计算机、通信和其他电子设备制造业,广东省,深圳市,电子计算机硬件、软件系统及配套零部件等。,000066.SZ
000068,华控赛格,专业技术服务业,广东省,深圳市,彩色显像、显示管玻壳的生产和销售。,000068.SZ
000069,华侨城A,房地产业,广东省,深圳市,旅游业及与旅游配套的供水、供电、水电安装维修。,000069.SZ
000070,特发信息,电气机械及器材制造业,广东省,深圳市,通信材料（光纤预制棒、光纤、光缆）生产销售。,000070.SZ
000078,海王生物,零售业,广东省,深圳市,生产、经营生物化学原料、制品、试剂等。,000078.SZ
000088,盐田港,道路运输业,广东省,深圳市,码头开发与经营，货物装卸与运输。,000088.SZ
000089,深圳机场,航空运输业,广东省,深圳市,航空旅客运输过港服务、航空货物运输过港处理服务、机场码头客货运服务、机场至市区旅客运输、机场广告等业务,000089.SZ
000090,天健集团,土木工程建筑业,广东省,深圳市,市政工程、建筑施工和房地产开发。,000090.SZ
000096,广聚能源,批发业,广东省,深圳市,石油制品及液化石油气经营、电力投资。,000096.SZ
000099,中信海直,航空运输业,广东省,深圳市,国内外用户提供勘探、开发海洋石油及其他方面直升机飞行服务。,000099.SZ
000100,TCL科技,计算机、通信和其他电子设备制造业,广东省,惠州市,业务主要涉及多媒体电子、通讯、家电、信息、电工和部品等六大产业群。,000100.SZ
000150,*ST 宜康,卫生,广东省,汕头市,房地产开发与销售、经营、租赁,000150.SS
000151,中成股份,批发业,北京市,北京市,成套设备与技术进出口、一般贸易和境外经营。,000151.SZ
000153,丰原药业,医药制造业,安徽省,芜湖市,各种药品、保健品的研制、开发、生产和销售。,000153.SZ
000155,川能动力,电力、热力生产和供应业,四川省,成都市,"化肥、化工产品的生产和销售,风力发电、光伏发电",000155.SZ
000156,华数传媒,广播、电视、电影和影视录音制作业,浙江省,杭州市,杭州地区有线电视网络及全国范围内新媒体业务。,000156.SZ
000157,中联重科,专用设备制造业,湖南省,长沙市,开发、生产、销售建筑业重大装备及新材料。,000157.SZ
000158,常山北明,软件和信息技术服务业,河北省,石家庄市,纯棉纱线、涤棉混纺纱线、纯棉坯布、涤棉混纺交织坯布等的生产和销售。,000158.SZ
000159,国际实业,批发业,新疆维吾尔自治区,乌鲁木齐市,焦炭、煤炭及深加工产品的生产与销售；麻黄素制品及其衍生产品的研制、开发、生产加工和销售；进出口贸易和房地产开发营销、物业管理。,000159.SZ
000166,申万宏源,资本市场服务,新疆维吾尔自治区,乌鲁木齐市,金融投资、股权投资等,000166.SZ
000301,东方盛虹,化学纤维制造业,江苏省,苏州市,资产经营、纺织原料（皮棉除外）、针纺织品生产、销售。,000301.SZ
000333,美的集团,电气机械及器材制造业,广东省,佛山市,以家电产业为主，涉足电机、物流等领域，旗下分为四大业务板块，分别为大家电、小家电、电机及物流。,000333.SZ
000338,潍柴动力,汽车制造业,山东省,潍坊市,生产及销售柴油机及相关零部件，以及为柴油机及配套产品的设计、开发、生产、销售及维修,000338.SZ
000400,许继电气,电气机械及器材制造业,河南省,许昌市,继电器、控制保护屏等。,000400.SZ
000401,冀东水泥,非金属矿物制品业,河北省,唐山市,硅酸盐水泥制造。,000401.SZ
000402,金融街,房地产业,北京市,北京市,房地产开发、物业管理、高科技及产品投资开发。,000402.SZ
000403,派林生物,医药制造业,山西省,太原市,生物化工；制药工业设备等。,000403.SZ
000404,长虹华意,通用设备制造业,江西省,景德镇市,无氟压缩机及无氟电冰箱等。,000404.SZ
000405,ST 鑫光,轻有色金属冶炼业,广东省,珠海市,电解铝的生产与经营。,
000406,石油大明,天然原油开采业,山东省,东营市,石油开采及化工、建材等。,
000407,胜利股份,燃气生产和供应业,山东省,济南市,生物兽用药许可证范围内预混剂、原料药的研发、生产、销售；塑胶产品的研制,000407.SZ
000408,藏格矿业,化学原料及化学制品制造业,青海省,格尔木市,陶瓷制品，电线电缆，通讯产品。,000408.SZ
000409,云鼎科技,软件和信息技术服务业,山东省,济南市,铁矿石开采、加工和铁精粉的销售,000409.SZ
000410,沈阳机床,通用设备制造业,辽宁省,沈阳市,金属切削机床制造。,000410.SZ
000411,英特集团,批发业,浙江省,杭州市,药品、保健品、医疗器械、中成药和药材的生产、销售，及房地产开发和印染绸、服装的销售业务。,000411.SZ
000412,北方五环,综合类,吉林省,长春市,体育产业。,
000413,东旭光电,计算机、通信和其他电子设备制造业,河北省,石家庄市,黑白显像管和黑白玻壳。,
000415,渤海租赁,租赁业,新疆维吾尔自治区,乌鲁木齐市,工程承包、建筑工程施工、工业设备的制作和安装。,000415.SZ
000416,民生控股,其他金融业,山东省,青岛市,股权投资，资产管理，资本经营及相应咨询与服务。,
000417,合肥百货,零售业,安徽省,合肥市,百货的零售与批发。,000417.SZ
000418,小天鹅A,电气机械及器材制造业,江苏省,无锡市,家用电器,
000419,通程控股,零售业,湖南省,长沙市,百货的零售与批发。,000419.SZ
000420,吉林化纤,化学纤维制造业,吉林省,吉林市,粘胶纤维、合成纤维及其深加工产品。,000420.SZ
000421,南京公用,燃气生产和供应业,江苏省,南京市,汽车出租、维修;公路客运;旅游服务(二类);影视广告等,000421.SZ
000422,湖北宜化,化学原料及化学制品制造业,湖北省,宜昌市,化肥及化工产品的制造和销售。,000422.SZ
000423,东阿阿胶,医药制造业,山东省,聊城市,经营和销售医药、化工和轻工产品。,000423.SZ
000425,徐工机械,专用设备制造业,江苏省,徐州市,工程机械、建筑工程机械及其配件。,000425.SZ
000426,兴业矿业,有色金属矿采选业,内蒙古自治区,赤峰市,金属矿石及非金属矿石采选、冶炼、加工、销售；矿山机械配件加工、销售，化工产品(除专营)，五金，机电销售。,000426.SZ
000428,华天酒店,住宿业,湖南省,长沙市,酒店、餐饮、汽车出租等。,000428.SZ
000429,粤高速A,道路运输业,广东省,广州市,高速公路、汽车专用公路、桥梁的建设施工等。,000429.SZ
000430,张家界,公共设施管理业,湖南省,张家界市,旅游及相关业务。,000430.SZ
000488,晨鸣纸业,造纸及纸制品业,山东省,寿光市,文化用纸的制造、销售。,000488.SZ
000498,山东路桥,土木工程建筑业,山东省,济南市,路桥工程施工和养护施工。,000498.SZ
000501,武商集团,零售业,湖北省,武汉市,百货的零售与批发。,000501.SZ
000502,*ST 绿景,房地产业,广东省,广州市,项目投资、矿产资源投资，房地产及工程承包。,
000503,国新健康,互联网和相关服务,山东省,青岛市,化纤、服装及房地产、投资业务等。,000503.SZ
000504,南华生物,科技推广和应用服务业,湖南省,长沙市,资讯、媒体、文化传播投资管理。,000504.SZ
000505,京粮控股,农副食品加工业,海南省,海口市,植物油加工、食品制造及土地修复行业,000505.SZ
000506,中润资源,有色金属矿采选业,山东省,济南市,矿产资源勘探与开发投资；矿产品加工与销售；公司股权投资。,000506.SZ
000507,珠海港,水上运输业,广东省,珠海市,玻璃纤维制品项目投资、电力项目投资、房地产开发。,000507.SZ
000509,华塑控股,卫生,四川省,南充市,塑料型材、铝合金型材及门窗的生产、销售,000509.SZ
000510,新金路,化学原料及化学制品制造业,四川省,德阳市,聚氯乙烯树脂、烧碱等化工产品。,000510.SZ
000511,*ST 烯碳,非金属矿物制品业,辽宁省,沈阳市,基础设施开发与建设、旅游服务、宾馆经营。,
000513,丽珠集团,医药制造业,广东省,珠海市,医药产品。,000513.SZ
000514,渝开发,房地产业,重庆市,重庆市,房地产及相关业务。,000514.SZ
000515,攀渝钛业,专用化学产品制造业,重庆市,重庆市,钛白粉及其副产品。,
000516,国际医学,卫生,陕西省,西安市,百货零售和医疗服务业,000516.SZ
000517,荣安地产,房地产业,浙江省,宁波市,房地产开发、经营。,000517.SZ
000518,四环生物,医药制造业,江苏省,江阴市,原料药、片剂、酒剂、注射剂及重组人白介素－2等生物工程制品的制造、销售。,000518.SZ
000519,中兵红箭,专用设备制造业,湖南省,湘潭市,网络通信设备销售。,000519.SZ
000520,长航凤凰,水上运输业,湖北省,武汉市,石油化工原料及产品的生产与销售；精细化工原料及产品的生产与销售；石油化工原料后续产品的生产与销售。,000520.SZ
000521,长虹美菱,电气机械及器材制造业,安徽省,合肥市,电冰箱的研发制造和销售主营业务范围包括各种家用电冰箱和配套件的制造销售及服务其他家电产品的销售和服务。,000521.SZ
000522,白云山A,医药制造业,广东省,广州市,各种中西成药包括针剂片剂冲剂口服液等的各类药品的生产制造批零销售房地产开发汽车修理服务等。,
000523,红棉股份,化学原料及化学制品制造业,广东省,广州市,“浪奇”和“高富力”等品牌的洗涤用品和磺酸、精甘油、AES等化工原料的开发、生产和销售。,000523.SZ
000524,岭南控股,商务服务业,广东省,广州市,经营旅馆业，办公楼房出租。,000524.SZ
000525,ST 红太阳,化学原料及化学制品制造业,江苏省,南京市,农药（凭许可证经营）、三药中间体及精细化工产品的生产、销售。,000525.SZ
000526,学大教育,教育,福建省,厦门市,教育培训服务,000526.SZ
000527,美的电器,电气机械及器材制造业,广东省,佛山市,空调、制冷设备等家用电器。,
000528,柳工,专用设备制造业,广西壮族自治区,柳州市,装载机、挖掘机、推土机等。,000528.SZ
000529,广弘控股,农副食品加工业,广东省,广州市,肉类食品供应和教育出版发行。,000529.SZ
000530,冰山冷热,通用设备制造业,辽宁省,大连市,制冷设备及配套业务。,000530.SZ
000531,穗恒运A,电力、热力生产和供应业,广东省,广州市,电力、热力开发。,000531.SZ
000532,华金资本,综合,广东省,珠海市,微电子；电力电子；环境保护产品的开发、生产及销售；电力生产和电力开发；实业投资及管理。,000532.SZ
000533,顺钠股份,电气机械及器材制造业,广东省,佛山市,燃气具、干式变压器、塑料机械等。,000533.SZ
000534,万泽股份,医药制造业,广东省,汕头市,"房地产开发与经营,电力开发与供应。",000534.SZ
000535,*ST 猴王,金属表面处理及热处理业,湖北省,宜昌市,焊接材料及设备、机械、电器等。,
000536,华映科技,计算机、通信和其他电子设备制造业,福建省,福州市,新型平板显示器件,000536.SZ
000537,广宇发展,房地产业,天津市,天津市,房地产开发及商品房销售。,000537.SZ
000538,云南白药,医药制造业,云南省,昆明市,制造和销售以白药为主的各类药品。,000538.SZ
000539,粤电力A,电力、热力生产和供应业,广东省,广州市,电力建设。,000539.SZ
000540,中天金融,房地产业,贵州省,贵阳市,房地产及相关业务。,
000541,佛山照明,电气机械及器材制造业,广东省,佛山市,各类照明灯泡及相关器材。,000541.SZ
000542,TCL通讯,通信设备制造业,广东省,惠州市,以电话为主的通讯产品。,
000543,皖能电力,电力、热力生产和供应业,安徽省,合肥市,电力、节能及相关项目的投资与经营。,000543.SZ
000544,中原环保,水的生产和供应业,河南省,郑州市,城镇污水处理和集中供热,000544.SZ
000545,金浦钛业,化学原料及化学制品制造业,吉林省,吉林市,钛白粉生产与销售,000545.SZ
000546,金圆股份,生态保护和环境治理业,吉林省,长春市,水泥熟料和水泥产品的生产与销售,000546.SZ
000547,航天发展,计算机、通信和其他电子设备制造业,福建省,福州市,发电机及各类发电设备，计算机信息业务等。,000547.SZ
000548,湖南投资,道路运输业,湖南省,长沙市,城市基础设施和房地产建设、开发。,000548.SZ
000549,湘火炬A,汽车制造业,湖南省,株洲市,经营和销售火花塞、电热塞和机械密封件等产品。,
000550,江铃汽车,汽车制造业,江西省,南昌市,汽车合成及零配件等。,000550.SZ
000551,创元科技,综合,江苏省,苏州市,空气净化设备和工程、洁净环保产品、光机电测绘仪器、磨具磨料、高压绝缘子、电动车、轴承滚针、宾馆餐饮、国内外贸易、房地产开发等,000551.SZ
000552,甘肃能化,煤炭开采和洗选业,甘肃省,白银市,煤炭生产、洗选、销售；发电；铁路专用线营运；建筑材料、矿山专用设备、机电设备的制造与销售（涉及行政许可的项目凭许可证经营）,000552.SZ
000553,安道麦A,化学原料及化学制品制造业,湖北省,荆州市,农药的生产与销售。,000553.SZ
000554,泰山石油,批发业,山东省,泰安市,石油制品、工业生产资料、百货等。,000554.SZ
000555,神州信息,软件和信息技术服务业,广东省,深圳市,生产经营TEC5200综合业务接入网等通信设备，国内商业，物资供销业；具有进出口权。,000555.SZ
000556,PT 南洋,远洋运输业,海南省,海口市,海上运输、石油仓储、高科技、房地产等。,
000557,西部创业,铁路运输业,宁夏回族自治区,银川市,高新技术产品。,000557.SZ
000558,莱茵体育,房地产业,浙江省,杭州市,房地产开发及经营；实业投资；房产租赁经营。,000558.SZ
000559,万向钱潮,汽车制造业,浙江省,杭州市,汽车零配件及汽车总成。,000559.SZ
000560,我爱我家,房地产业,云南省,昆明市,商业零售业、房地产业、酒店旅游服务业、物业管理业务和经纪业务、新房业务、资管业务在内的房地产中介服务业务。,000560.SZ
000561,烽火电子,计算机、通信和其他电子设备制造业,陕西省,宝鸡市,家用电器等。,000561.SZ
000562,宏源证券,资本市场服务,新疆维吾尔自治区,乌鲁木齐市,证券（含境内上市外资股）的代理买卖；证券的自营买卖；证券（含境内上市外资股）的承销等。,
000563,陕国投A,其他金融业,陕西省,西安市,投资银行的一般业务。,000563.SZ
000564,ST 大集,零售业,陕西省,西安市,百货的零售与批发。,000564.SZ
000565,渝三峡A,化学原料及化学制品制造业,重庆市,重庆市,油漆合成树脂等。,000565.SZ
000566,海南海药,医药制造业,海南省,海口市,中西药。,000566.SZ
000567,海德股份,其他金融业,海南省,海口市,不良资产管理领域,000567.SZ
000568,泸州老窖,酒、饮料和精制茶制造业,四川省,泸州市,经营和销售泸州老窖系列类酒。,000568.SZ
000569,长城股份,炼钢业,四川省,绵阳市,钢冶炼、钢压延加工、机电设备等。,
000570,苏常柴A,通用设备制造业,江苏省,常州市,柴油机及其配件。,000570.SZ
000571,ST 大洲,综合,海南省,海口市,摩托车及其零配件的生产与销售。,000571.SZ
000572,海马汽车,汽车制造业,海南省,海口市,汽车产业投资、实业投资、证券投资、高科技项目投资、房地产投资等。,000572.SZ
000573,粤宏远A,房地产业,广东省,东莞市,房地产。,000573.SZ
000576,甘化科工,专用设备制造业,广东省,江门市,预制破片、电源等军工业务和食糖贸易。,000576.SZ
000578,盐湖集团,化学肥料制造业,青海省,格尔木市,氯化钾、硫酸钾、硝酸钾等的制造和销售,
000581,威孚高科,汽车制造业,江苏省,无锡市,内燃机燃油系统产品、 燃油系统测试仪器和设备的制造。,000581.SZ
000582,北部湾港,水上运输业,广西壮族自治区,北海市,港口、运输、装卸、外轮代理等。,000582.SZ
000583,*ST 托普,计算机软件开发与咨询,四川省,自贡市,计算机软硬件开发、网络、通信等产品；金属加工、机械开发和研制等。,
000584,哈工智能,专用设备制造业,江苏省,江阴市,智能制造业务。,
000585,*ST 东电,电气机械及器材制造业,海南省,海口市,输变电成套设备,
000586,汇源通信,计算机、通信和其他电子设备制造业,四川省,成都市,进出品业务、国外商品零售等。,000586.SZ
000587,*ST 金洲,其他制造业,黑龙江省,伊春市,贵金属首饰、珠宝玉器、工艺美术品的加工与销售。,
000588,ST 粤金曼,海洋渔业,广东省,潮州市,鳗鱼、粮油、及相关产品。,
000589,贵州轮胎,橡胶和塑料制品业,贵州省,贵阳市,轮胎橡胶产品。,000589.SZ
000590,启迪药业,医药制造业,湖南省,衡阳市,“古汉养生精”系列产品及中成药等。,000590.SZ
000591,太阳能,电力、热力生产和供应业,重庆市,重庆市,中成药及中药材。,000591.SZ
000592,平潭发展,林业,福建省,福州市,造林营林，林地开发，房地产、工程承包及相关业务。,000592.SZ
000593,德龙汇能,燃气生产和供应业,四川省,成都市,城市管道燃气、商业零售。,000593.SZ
000594,*ST 国恒,批发业,天津市,天津市,对铁路、房地产开发项目进行投资、投资咨询服务及经营管理。,
000595,宝塔实业,通用设备制造业,宁夏回族自治区,银川市,各类滚动轴承。,000595.SZ
000596,古井贡酒,酒、饮料和精制茶制造业,安徽省,亳州市,古井贡系列白酒。,000596.SZ
000597,东北制药,医药制造业,辽宁省,沈阳市,医药及其相关业务。,000597.SZ
000598,兴蓉环境,水的生产和供应业,四川省,成都市,污水处理及其再生利用项目的投资、建设和运营管理等。,000598.SZ
000599,青岛双星,橡胶和塑料制品业,山东省,青岛市,橡胶轮胎、机械、绣品的制造、销售。,000599.SZ
000600,建投能源,电力、热力生产和供应业,河北省,石家庄市,投资建设、经营管理以电力生产为主的能源项目。,000600.SZ
000601,韶能股份,电力、热力生产和供应业,广东省,韶关市,电力相关业务。,000601.SZ
000602,金马集团,电力、热力生产和供应业,广东省,潮州市,通信及信息网络、计算机软硬件、自动化系统的产品开发、经营，系统设计、集成、增值服务；ISP、ICP、ASP业务；IT业产品的研发、生产、销售及技术服务。,
000603,盛达资源,有色金属矿采选业,北京市,北京市,有色金属矿采选业投资开发、加工、销售。,000603.SZ
000605,渤海股份,水的生产和供应业,北京市,北京市,水务一体化运营及节能环保类相关业务,000605.SZ
000606,*ST 顺利,互联网和相关服务,青海省,西宁市,明胶系列产品。,
000607,华媒控股,新闻和出版业,浙江省,杭州市,仪器仪表。,000607.SZ
000608,阳光股份,房地产业,广西壮族自治区,南宁市,房地产综合开发建设，基础设施投资，高科技投资，商品房销售、租赁、咨询等。,000608.SZ
000609,中迪投资,综合,北京市,北京市,资产经营；投资开发经营房地产业及物业管理等。,000609.SZ
000610,西安旅游,公共设施管理业,陕西省,西安市,旅游商业、饮食供应、物资供销等。,000610.SZ
000611,*ST 天首,纺织业,内蒙古自治区,包头市,工业自动化控制测试仪器、计算机网络工程，电子元器件的技术开发、服务。,
000612,焦作万方,有色金属冶炼及压延加工业,河南省,焦作市,铝冶炼及加工。,000612.SZ
000613,*ST 东海A,住宿业,海南省,三亚市,酒店、旅游、娱乐等。,
000615,奥园美谷,房地产业,湖北省,襄阳市,粘胶长丝系列产品。,000615.SZ
000616,ST 海投,房地产业,辽宁省,大连市,旅店、饮食、旅游等。,
000617,中油资本,资本市场服务,新疆维吾尔自治区,克拉玛依市,信贷投放、债券、衍生工具、同业投资及保险等金融活动,000617.SZ
000618,ST 吉化,有机化学产品制造业,吉林省,吉林市,石化产品及有机化工产品等。,
000619,海螺新材,橡胶和塑料制品业,安徽省,芜湖市,"塑料型材、新型铝材,节能门窗,生态地板、生态门、生态家居等全屋定制类产品,SCR脱硝催化剂,光伏边框、光伏支架等太阳能光伏配套产品。",000619.SZ
000620,*ST 新联,房地产业,北京市,北京市,房地产开发；销售商品房、建材；投资管理；房屋租赁与管理；科技产品开发、技术转让与培训；商业地产开发与销售、酒店开发与经营、物业管理；销售日用品、五金交电；工程建设等。,000620.SZ
000621,*ST 比特,计算机软件开发与咨询,上海市,上海市,销售主营商品、百货及产品售后服务。,
000622,恒立实业,专用设备制造业,湖南省,岳阳市,制冷空调设备的制造、销售和安装。,
000623,吉林敖东,医药制造业,吉林省,敦化市,制药业为主导产业，集养殖、种植、房地产开发、商业、机械修理、仓储、饮食服务业、运输等多业经营,000623.SZ
000625,长安汽车,汽车制造业,重庆市,重庆市,主要从事汽车(含轿车)、汽车发动机系列产品、配套零部件的制造、销售等业务。,000625.SZ
000626,远大控股,批发业,江苏省,连云港市,自营和代理各类商品和技术的进出口业务。,000626.SZ
000627,天茂集团,保险业,湖北省,荆门市,化工产品的生产、销售。,
000628,高新发展,房屋建筑业,四川省,成都市,高新技术产品的开发、生产和销售。,000628.SZ
000629,钒钛股份,有色金属冶炼及压延加工业,四川省,攀枝花市,以钒钛产品生产与销售、钒钛延伸产品的研发和应用为主。,000629.SZ
000630,铜陵有色,有色金属冶炼及压延加工业,安徽省,铜陵市,铜、铁、硫金矿采选。,000630.SZ
000631,顺发恒业,房地产业,浙江省,杭州市,房地产经营开发。,000631.SZ
000632,三木集团,批发业,福建省,福州市,基础设施建设施工、土地开发等。,000632.SZ
000633,合金投资,有色金属冶炼及压延加工业,新疆维吾尔自治区,和田市,投资入股；国内贸易。,000633.SZ
000635,英力特,化学原料及化学制品制造业,宁夏回族自治区,石嘴山市,电石、电炭氮等化工产品。,000635.SZ
000636,风华高科,计算机、通信和其他电子设备制造业,广东省,肇庆市,自产机电产品、成套设备及相关技术。,000636.SZ
000637,茂化实华,石油加工、炼焦及核燃料加工业,广东省,茂名市,石油化工产品。,000637.SZ
000638,万方发展,软件和信息技术服务业,吉林省,白山市,土地一级整理、贸易等综合业务。,000638.SZ
000639,西王食品,农副食品加工业,山东省,滨州市,小包装玉米油、散装玉米油,000639.SZ
000650,仁和药业,医药制造业,江西省,南昌市,中药材种植；药材种苗培植。,000650.SZ
000651,格力电器,电气机械及器材制造业,广东省,珠海市,空调、干衣机等家用电器。,000651.SZ
000652,泰达股份,批发业,天津市,天津市,交通、能源、涤纶长丝、空气净化过滤材料；滤器、医疗卫生洁净用品、服装等。,000652.SZ
000653,ST 九州,商业经纪与代理业,福建省,厦门市,粮油食品、化工产品等。,
000655,金岭矿业,黑色金属矿采选业,山东省,淄博市,铁矿开采、铁精粉、铜精粉、钴精粉的生产、销售。,000655.SZ
000656,金科股份,房地产业,重庆市,重庆市,房地产开发、物业管理。制造、加工、销售钢材、锰铁。机械加工、销售建筑材料、装饰材料、计算机软件、电子元件等。,000656.SZ
000657,中钨高新,有色金属冶炼及压延加工业,海南省,海口市,有色金属、稀有金属的生产与销售。,000657.SZ
000658,ST 海洋,综合类,福建省,厦门市,高新技术产品及软件开发、生产和销售、科技园区开发、办公自动化及系统网络集成、生物工程种植养殖业等。,
000659,珠海中富,橡胶和塑料制品业,广东省,珠海市,饮料容器、瓶坯的制造。,000659.SZ
000660,*ST 南华,综合类,广东省,广州市,中央空调设备和变压器等产品。,
