Symbol,ShortName,IndustryName,PROVINCE,CITY,MAINBUSSINESS,Validated_Symbol
301019,宁波色母,橡胶和塑料制品业,浙江省,宁波市,色母粒的研发、生产、销售和技术服务。,301019.SZ
301020,密封科技,通用设备制造业,山东省,烟台市,密封垫片、密封板材以及金属涂胶板的研发、生产与销售。,301020.SZ
301021,英诺激光,专用设备制造业,广东省,深圳市,研发、生产和销售微加工激光器和定制激光模组,301021.SZ
301022,海泰科,专用设备制造业,山东省,青岛市,注塑模具及塑料零部件的研发、设计、制造和销售。,301022.SZ
301023,江南奕帆,电气机械及器材制造业,江苏省,无锡市,专业定制化微特减速电机的研发、制造和销售。,301023.SZ
301024,霍普股份,专业技术服务业,上海市,上海市,建筑专业领域内的概念规划设计、方案设计、初步设计等。,301024.SZ
301025,读客文化,新闻和出版业,上海市,上海市,图书的策划与发行及相关文化增值服务。,301025.SZ
301026,浩通科技,废弃资源综合利用业,江苏省,徐州市,贵金属回收及相关产品的研发、生产、销售和服务。,301026.SZ
301027,华蓝集团,专业技术服务业,广西壮族自治区,南宁市,提供工程设计、国土空间规划、工程总承包管理及工程咨询服务,301027.SZ
301028,东亚机械,通用设备制造业,福建省,厦门市,空气压缩机整机以及配套设备的研发、生产与销售。,301028.SZ
301029,怡合达,通用设备制造业,广东省,东莞市,自动化零部件研发、生产和销售。,301029.SZ
301030,仕净科技,专用设备制造业,江苏省,苏州市,制程污染防控设备、末端污染治理设备的研发、生产和销售。,301030.SZ
301031,中熔电气,电气机械及器材制造业,陕西省,西安市,熔断器及相关配件的研发、生产和销售。,301031.SZ
301032,新柴股份,通用设备制造业,浙江省,绍兴市,非道路用柴油发动机及相关零部件的研发、生产与销售。,301032.SZ
301033,迈普医学,专用设备制造业,广东省,广州市,高性能植入医疗器械。,301033.SZ
301035,润丰股份,化学原料及化学制品制造业,山东省,潍坊市,农药原药及制剂的研发、生产和销售。,301035.SZ
301036,双乐股份,化学原料及化学制品制造业,江苏省,兴化市,酞菁系列及铬系颜料的研发、生产、销售。,301036.SZ
301037,保立佳,化学原料及化学制品制造业,上海市,上海市,水性丙烯酸乳液的研发、生产和销售。,301037.SZ
301038,深水规院,专业技术服务业,广东省,深圳市,为水务建设工程及其配套工程提供勘测设计、规划咨询、项目运管等专业技术服务。,301038.SZ
301039,中集车辆,汽车制造业,广东省,深圳市,半挂车、专用车上装、冷藏厢式车厢体等生产。,301039.SZ
301040,中环海陆,金属制品业,江苏省,张家港市,工业金属锻件研发、生产和销售。,301040.SZ
301041,金百泽,计算机、通信和其他电子设备制造业,广东省,深圳市,印制电路板、电子制造服务和电子设计服务。,301041.SZ
301042,安联锐视,计算机、通信和其他电子设备制造业,广东省,珠海市,安防视频监控产品软硬件的研发、生产与销售。,301042.SZ
301043,绿岛风,通用设备制造业,广东省,台山市,室内通风系统产品的设计研发、生产及销售。,301043.SZ
301045,天禄科技,计算机、通信和其他电子设备制造业,江苏省,苏州市,导光板研发、生产、销售。,301045.SZ
301046,能辉科技,专业技术服务业,上海市,上海市,以光伏电站设计、系统集成及投资运营一站式服务。,301046.SZ
301047,义翘神州,研究和试验发展,北京市,北京市,"公司是一家从事生物试剂研发、生产、销售并提供技术服务的生物科技公司,主要业务包括重组蛋白、抗体、基因和培养基等产品,以及重组蛋白、抗体的开发和生物分析检测等服务",301047.SZ
301048,金鹰重工,铁路、船舶、航空航天和其它运输设备制造业,湖北省,襄阳市,轨道工程装备产品的研发、生产、销售与维修业务。,301048.SZ
301049,超越科技,生态保护和环境治理业,安徽省,滁州市,工业危险废物和医疗废物处置服务以及废弃电器电子产品拆解服务。,301049.SZ
301050,雷电微力,计算机、通信和其他电子设备制造业,四川省,成都市,毫米波有源相控阵微系统研发、制造、测试和销售。,301050.SZ
301051,信濠光电,计算机、通信和其他电子设备制造业,广东省,深圳市,玻璃防护屏的研发、生产和销售。,301051.SZ
301052,果麦文化,新闻和出版业,浙江省,杭州市,图书策划与发行、数字内容业务、IP衍生与运营。,301052.SZ
301053,远信工业,专用设备制造业,浙江省,绍兴市,拉幅定形机等纺织相关设备的研发、生产和销售。,301053.SZ
301055,张小泉,金属制品业,浙江省,杭州市,现代生活五金用品的设计、研发、生产及销售,301055.SZ
301056,森赫股份,通用设备制造业,浙江省,湖州市,电梯、自动扶梯和自动人行道的研发、制造和销售。,301056.SZ
301057,汇隆新材,化学纤维制造业,浙江省,湖州市,原液着色纤维的研发、生产及销售,301057.SZ
301058,中粮科工,专业技术服务业,江苏省,无锡市,设计咨询、机电工程系统交付和工程承包等专业工程服务业务板块以及设备制造业务板块。,301058.SZ
301059,金三江,化学原料及化学制品制造业,广东省,肇庆市,沉淀法二氧化硅的研发、生产和销售。,301059.SZ
301060,兰卫医学,卫生,上海市,上海市,为检验诊断行业提供整体解决方案。,301060.SZ
301061,匠心家居,家具制造业,江苏省,常州市,智能电动沙发、智能电动床及其核心配件的研发、设计、生产和销售。,301061.SZ
301062,上海艾录,造纸及纸制品业,上海市,上海市,工业用纸包装、塑料包装及智能包装系统的研发、设计、生产、销售以及服务。,301062.SZ
301063,海锅股份,金属制品业,江苏省,张家港市,大中型装备专用锻件的研发、生产和销售。,301063.SZ
301065,本立科技,化学原料及化学制品制造业,浙江省,临海市,医药中间体、农药中间体、新材料中间体的研发、生产和销售。,301065.SZ
301066,万事利,纺织服装、服饰业,浙江省,杭州市,丝绸相关产品的研发设计、生产与销售。,301066.SZ
301067,显盈科技,计算机、通信和其他电子设备制造业,广东省,深圳市,信号转换拓展产品的研发、生产和销售。,301067.SZ
301068,大地海洋,废弃资源综合利用业,浙江省,杭州市,废矿物油、废乳化液等危险废物的收集、资源化利用与无害化处置业务,301068.SZ
301069,凯盛新材,化学原料及化学制品制造业,山东省,淄博市,精细化工产品及新型高分子材料的研发、生产和销售。,301069.SZ
301070,开勒股份,通用设备制造业,上海市,上海市,HVLS风扇的研发、生产、销售、安装与相关技术服务。,301070.SZ
301071,力量钻石,非金属矿物制品业,河南省,商丘市,人造金刚石产品研发、生产和销售。,301071.SZ
301072,中捷精工,汽车制造业,江苏省,无锡市,汽车精密零部件的研发、生产和销售。,301072.SZ
301073,君亭酒店,住宿业,浙江省,杭州市,中高端精选服务连锁酒店的运营及管理。,301073.SZ
301075,多瑞医药,医药制造业,西藏自治区,昌都市,化学药品制剂及其原料药的研发、生产和销售。,301075.SZ
301076,新瀚新材,化学原料及化学制品制造业,江苏省,南京市,芳香族酮类产品的研发、生产和销售。,301076.SZ
301077,星华新材,化学原料及化学制品制造业,浙江省,杭州市,反光材料及其制品的研发、设计、生产及销售。,301077.SZ
301078,孩子王,零售业,江苏省,南京市,母婴童商品零售及增值服务。,301078.SZ
301079,邵阳液压,通用设备制造业,湖南省,邵阳市,液压柱塞泵、液压缸、液压系统的设计、研发、生产、销售和液压产品专业技术服务。,301079.SZ
301080,百普赛斯,研究和试验发展,北京市,北京市,提供重组蛋白等关键生物试剂产品及技术服务。,301080.SZ
301081,严牌股份,专用设备制造业,浙江省,台州市,环保过滤材料的研发、生产和销售业务。,301081.SZ
301082,久盛电气,电气机械及器材制造业,浙江省,湖州市,防火类特种电缆以及电力电缆等的研发、生产、销售和服务。,301082.SZ
301083,百胜智能,专用设备制造业,江西省,南昌市,各种出入口控制与管理设备的研发、生产和销售。,301083.SZ
301085,亚康股份,批发业,北京市,北京市,为大中型互联网公司和云厂商提供IT设备销售及运维服务。,301085.SZ
301086,鸿富瀚,计算机、通信和其他电子设备制造业,广东省,深圳市,消费电子功能性器件以及自动化设备的生产和销售。,301086.SZ
301087,可孚医疗,专用设备制造业,湖南省,长沙市,家用医疗器械的研发、生产、销售和服务。,301087.SZ
301088,戎美股份,零售业,江苏省,常熟市,服装的企划设计、供应链管理和销售业务,301088.SZ
301089,拓新药业,医药制造业,河南省,新乡市,核苷(酸)类原料药及医药中间体的研发、生产及销售,301089.SZ
301090,华润材料,化学原料及化学制品制造业,江苏省,常州市,聚酯材料及新材料的研发、生产和销售。,301090.SZ
301091,深城交,专业技术服务业,广东省,深圳市,规划咨询、工程设计和检测、大数据软件及智慧交通等。,301091.SZ
301092,争光股份,化学原料及化学制品制造业,浙江省,杭州市,离子交换与吸附树脂的研发、生产及销售。,301092.SZ
301093,华兰股份,医药制造业,江苏省,江阴市,直接接触注射剂类药品包装材料的研发、生产和销售。,301093.SZ
301095,广立微,软件和信息技术服务业,浙江省,杭州市,集成电路EDA软件与晶圆级电性测试设备供应商,301095.SZ
301096,百诚医药,研究和试验发展,浙江省,杭州市,为各类制药企业、医药研发投资企业提供药物研发服务及研发技术成果转化。,301096.SZ
301097,天益医疗,专用设备制造业,浙江省,宁波市,血液净化及病房护理领域医用高分子耗材等医疗器械的研发、生产与销售。,301097.SZ
301098,金埔园林,土木工程建筑业,江苏省,南京市,园林绿化建设项目的设计、施工以及苗木花卉种植与销售。,301098.SZ
301099,雅创电子,批发业,上海市,上海市,电子元器件的分销业务。,301099.SZ
301100,风光股份,化学原料及化学制品制造业,辽宁省,营口市,高分子材料化学助剂的研发、生产和销售。,301100.SZ
301101,明月镜片,专用设备制造业,江苏省,丹阳市,镜片、镜片原料、成镜和镜架等眼视光产品研发、设计、生产和销售。,301101.SZ
301102,兆讯传媒,商务服务业,天津市,天津市,高铁数字媒体资源的开发、运营和广告发布。,301102.SZ
301103,何氏眼科,卫生,辽宁省,沈阳市,面向眼病患者提供眼科专科诊疗服务和视光服务,301103.SZ
301105,鸿铭股份,专用设备制造业,广东省,东莞市,包装专用设备的研发、生产和销售。,301105.SZ
301106,骏成科技,计算机、通信和其他电子设备制造业,江苏省,句容市,定制化液晶专显产品的研发、设计、生产和销售。,301106.SZ
301107,瑜欣电子,通用设备制造业,重庆市,重庆市,通用汽油机及终端产品核心电子控制部件研发、生产及销售,301107.SZ
301108,洁雅股份,化学原料及化学制品制造业,安徽省,铜陵市,湿巾类产品的研发、生产和销售。,301108.SZ
301109,军信股份,生态保护和环境治理业,湖南省,长沙市,垃圾焚烧发电、污泥处置、渗沥液(污水)处理、垃圾填埋和灰渣处理处置等业务。,301109.SZ
301110,青木股份,互联网和相关服务,广东省,广州市,为国内外优质品牌提供电子商务综合运营服务,301110.SZ
301111,粤万年青,医药制造业,广东省,汕头市,中成药的研发、生产和销售。,301111.SZ
301112,信邦智能,专用设备制造业,广东省,广州市,汽车智能化、自动化生产线及成套装备等的设计、研发、制造、装配和销售。,301112.SZ
301113,雅艺科技,家具制造业,浙江省,金华市,户外火盆、气炉等户外休闲家具的研发、设计、生产和销售。,301113.SZ
301115,建科股份,专业技术服务业,江苏省,常州市,检验检测服务、特种工程专业服务和新型工程材料的制造和销售。,301115.SZ
301116,益客食品,农副食品加工业,江苏省,宿迁市,"禽类屠宰及加工、饲料生产及销售、商品代禽苗孵化及销售,以及熟食及调理品的生产与销售",301116.SZ
301117,佳缘科技,软件和信息技术服务业,四川省,成都市,"信息化服务及网络信息安全综合解决方案,包括信息化综合解决方案、网络信息安全产品和技术服务",301117.SZ
301118,恒光股份,化学原料及化学制品制造业,湖南省,怀化市,硫、氯化工产品链的研发、生产和销售。,301118.SZ
301119,正强股份,汽车制造业,浙江省,杭州市,汽车十字轴万向节总成、节叉及其相关零部件的研发、生产和销售。,301119.SZ
301120,新特电气,电气机械及器材制造业,北京市,北京市,以变频用变压器为核心的各式特种变压器、电抗器的研发、生产与销售及配套产品的销售。,301120.SZ
301121,紫建电子,电气机械及器材制造业,重庆市,重庆市,消费类可充电锂离子电池产品的研发、设计、生产和销售。,301121.SZ
301122,采纳股份,专用设备制造业,江苏省,江阴市,注射穿刺器械及实验室耗材的研发、生产和销售。,301122.SZ
301123,奕东电子,计算机、通信和其他电子设备制造业,广东省,东莞市,FPC、连接器零组件、LED背光模组等精密电子零组件的研发、生产和销售。,301123.SZ
301125,腾亚精工,通用设备制造业,江苏省,南京市,射钉紧固器材和建筑五金制品的研发、生产与销售,301125.SZ
301126,达嘉维康,批发业,湖南省,长沙市,药品、生物制品、医疗器械等产品的分销及零售业务。,301126.SZ
301127,天源环保,生态保护和环境治理业,湖北省,武汉市,垃圾渗滤液及高难度污废水治理综合服务。,301127.SZ
301128,强瑞技术,专用设备制造业,广东省,深圳市,工装和检测用治具及设备的研发、设计、生产和销售。,301128.SZ
301129,瑞纳智能,仪器仪表制造业,安徽省,合肥市,供热节能产品研发与生产、供热节能方案设计与实施。,301129.SZ
301130,西点药业,医药制造业,吉林省,吉林市,化学药品原料药及制剂研发、生产、销售。,301130.SZ
301131,聚赛龙,橡胶和塑料制品业,广东省,广州市,改性塑料的研发、生产和销售。,301131.SZ
301132,满坤科技,计算机、通信和其他电子设备制造业,江西省,吉安市,印制电路板的研发、生产和销售。,301132.SZ
301133,金钟股份,汽车制造业,广东省,广州市,汽车内外饰件设计、开发、生产和销售。,301133.SZ
301135,瑞德智能,计算机、通信和其他电子设备制造业,广东省,佛山市,"智能控制器的研发、生产与销售,以及少量终端产品的生产和销售。",301135.SZ
301136,招标股份,专业技术服务业,福建省,福州市,专业从事工程监理、试验检测、招标服务、测绘与地理信息服务、勘察设计以及其他技术服务的综合性工程咨询服务,301136.SZ
301137,哈焊华通,金属制品业,江苏省,常州市,熔焊材料的研发、生产和销售。,301137.SZ
301138,华研精机,专用设备制造业,广东省,广州市,瓶坯智能成型系统和瓶坯模具的设计、研发、生产和销售。,301138.SZ
301139,元道通信,软件和信息技术服务业,新疆维吾尔自治区,乌鲁木齐市,"面向中国移动、中国电信、中国联通等通信运营商和通信基础设施运营商中国铁塔,以及信设备制造商,提供包括通信网络维护与优化、通信网络建设在内的通信技术服务。",301139.SZ
301141,中科磁业,计算机、通信和其他电子设备制造业,浙江省,东阳市,永磁材料的研发、生产和销售。,301141.SZ
301148,嘉戎技术,生态保护和环境治理业,福建省,厦门市,"膜分离装备、高性能膜组件等产品的研发、生产和销售,以及提供高浓度污废水处理服务。",301148.SZ
301149,隆华新材,化学原料及化学制品制造业,山东省,淄博市,聚醚系列产品的研发、生产与销售。,301149.SZ
301150,中一科技,计算机、通信和其他电子设备制造业,湖北省,孝感市,电解铜箔的生产和销售,301150.SZ
301151,冠龙节能,通用设备制造业,上海市,上海市,节水阀门的研发、设计、生产和销售。,301151.SZ
301152,天力锂能,计算机、通信和其他电子设备制造业,河南省,新乡市,锂电池三元材料及其前驱体的研发、生产及销售。,301152.SZ
301153,中科江南,软件和信息技术服务业,北京市,北京市,电子化解决方案、财政预算管理一体化解决方案、预算单位财务服务平台和运维服务等,301153.SZ
301155,海力风电,电气机械及器材制造业,江苏省,南通市,风电设备零部件的研发、生产和销售。,301155.SZ
301156,美农生物,食品制造业,上海市,上海市,饲料添加剂和酶解蛋白饲料原料研发、生产和销售。,301156.SZ
301157,华塑科技,计算机、通信和其他电子设备制造业,浙江省,杭州市,"电池安全管理产品的研发、生产、销售及售后技术服务,形成了以H3G-TA系统、H3G-TV系统和H3G-TS系统等后备电池BMS为主,以动力铅蓄电池BMS和储能锂电BMS为辅的产品体系",301157.SZ
301158,德石股份,专用设备制造业,山东省,德州市,"石油钻井专用工具及设备的研发、生产、销售及租赁,开展定向钻井、水平钻井的工程技术服务",301158.SZ
301159,三维天地,软件和信息技术服务业,北京市,北京市,"检验检测信息化、数据资产管理等应用软件产品的研发、销售及实施,并提供相关的技术服务。",301159.SZ
301160,翔楼新材,金属制品业,江苏省,苏州市,定制化精密冲压特殊钢材料的研发、生产和销售,301160.SZ
301161,唯万密封,橡胶和塑料制品业,上海市,上海市,液压气动密封产品研发、生产和销售。,301161.SZ
301162,国能日新,软件和信息技术服务业,北京市,北京市,"向新能源电站、发电集团和电网公司等新能源电力市场主体提供以新能源发电功率预测产品(包括功率预测系统及功率预测服务)为核心,以新能源并网智能控制系统、新能源电站智能运营系统、电网新能源管理系统为拓展的新能源信息化产品及相关服务。",301162.SZ
301163,宏德股份,金属制品业,江苏省,南通市,高端装备关键铸件的研发、生产及销售。,301163.SZ
301165,锐捷网络,计算机、通信和其他电子设备制造业,福建省,福州市,网络设备、网络安全产品及云桌面解决方案的研发、设计和销售。,301165.SZ
301166,优宁维,批发业,上海市,上海市,以抗体为核心的生命科学试剂及相关仪器、耗材和综合技术服务。,301166.SZ
301167,建研设计,专业技术服务业,安徽省,合肥市,建筑设计、咨询、研发及其延伸业务。,301167.SZ
301168,通灵股份,电气机械及器材制造业,江苏省,扬中市,太阳能光伏组件接线盒及其他配件等产品的研发、生产和销售。,301168.SZ
301169,零点有数,商务服务业,北京市,北京市,基于自主研发的在线数据集成技术和垂直应用算法技术为公共事务或者商业领域客户提供决策分析报告或开发数据智能辅助决策支持软件的服务。,301169.SZ
301171,易点天下,互联网和相关服务,陕西省,西安市,效果广告服务、品牌广告服务以及头部媒体账户管理服务。,301171.SZ
301172,君逸数码,软件和信息技术服务业,四川省,成都市,为智慧城市领域客户提供系统集成服务、运维服务和自研产品销售等产品和服务。,301172.SZ
301175,中科环保,公共设施管理业,北京市,北京市,生活垃圾焚烧发电、餐厨废弃物处理、污泥处理、危废处理处置、环保装备销售及技术服务等,301175.SZ
301176,逸豪新材,计算机、通信和其他电子设备制造业,江西省,赣州市,电子电路铜箔及其下游覆铜板、PCB产品的研发、生产、销售,301176.SZ
301177,迪阿股份,零售业,广东省,深圳市,珠宝首饰的品牌运营、定制销售和研发设计。,301177.SZ
301178,天亿马,软件和信息技术服务业,广东省,汕头市,"融合应用物联网、大数据、云计算、GIS、人工智能等新一代信息技术,为客户提供项目总体规划、方案设计、软件研发、项目实施及运维服务一体化的信息技术解决方案",301178.SZ
301179,泽宇智能,软件和信息技术服务业,江苏省,南通市,电力设计业务、系统集成业务和工程施工及运维。,301179.SZ
301180,万祥科技,计算机、通信和其他电子设备制造业,江苏省,苏州市,消费电子精密零组件产品相关的研发、生产与销售,301180.SZ
301181,标榜股份,汽车制造业,江苏省,江阴市,汽车尼龙管路及连接件等系列产品的研发、生产和销售。,301181.SZ
301182,凯旺科技,计算机、通信和其他电子设备制造业,河南省,周口市,电子精密线缆连接组件的研发、生产和销售。,301182.SZ
301183,东田微,计算机、通信和其他电子设备制造业,湖北省,当阳市,精密光电薄膜元件研发、生产和销售。,301183.SZ
301185,鸥玛软件,软件和信息技术服务业,山东省,济南市,考试与测评领域信息化产品的研究、开发、销售及服务,301185.SZ
301186,超达装备,专用设备制造业,江苏省,如皋市,汽车模具、检具、自动化工装设备的研发、生产和销售,301186.SZ
301187,欧圣电气,电气机械及器材制造业,江苏省,苏州市,空气动力设备和清洁设备的研发、生产和销售。,301187.SZ
301188,力诺特玻,非金属矿物制品业,山东省,济南市,特种玻璃的研发、生产及销售。,301188.SZ
301189,奥尼电子,计算机、通信和其他电子设备制造业,广东省,深圳市,消费物联网视听终端的研发、生产和销售。,301189.SZ
301190,善水科技,化学原料及化学制品制造业,江西省,九江市,染料中间体、农药和医药中间体的研发、生产和销售。,301190.SZ
301191,菲菱科思,计算机、通信和其他电子设备制造业,广东省,深圳市,网络设备的研发、生产和销售。,301191.SZ
301192,泰祥股份,汽车制造业,湖北省,十堰市,汽车零部件的研发、制造与销售。,301192.SZ
301193,家联科技,橡胶和塑料制品业,浙江省,宁波市,塑料制品及生物全降解制品的研发、生产与销售。,301193.SZ
301195,北路智控,软件和信息技术服务业,江苏省,南京市,智能矿山相关信息系统的开发、生产与销售。,301195.SZ
301196,唯科科技,橡胶和塑料制品业,福建省,厦门市,精密注塑模具、注塑件以及健康产品的研发、设计、制造和销售,301196.SZ
301197,工大科雅,软件和信息技术服务业,河北省,石家庄市,"供热节能产品与相关技术服务的研发、推广及应用,一站式提供智慧供热全面解决方案",301197.SZ
301198,喜悦智行,橡胶和塑料制品业,浙江省,慈溪市,定制化可循环塑料包装整体解决方案的服务商。,301198.SZ
301199,迈赫股份,专用设备制造业,山东省,诸城市,向客户提供智能装备系统、公用动力及装备能源供应系统的研发、制造与集成以及规划设计服务。,301199.SZ
301200,大族数控,专用设备制造业,广东省,深圳市,PCB专用设备的研发、生产和销售。,301200.SZ
301201,诚达药业,医药制造业,浙江省,嘉兴市,左旋肉碱系列产品的研发、生产和销售。,301201.SZ
301203,国泰环保,生态保护和环境治理业,浙江省,杭州市,污水处理厂污泥处理、处置与资源化。,301203.SZ
301205,联特科技,计算机、通信和其他电子设备制造业,湖北省,武汉市,光通信收发模块的研发、生产和销售。,301205.SZ
301206,三元生物,食品制造业,山东省,滨州市,"生物制品的研发;食品添加剂“赤藓糖醇”的生产、销售;自发电和热力的生产、销售;经营本企业产品的出口及本企业生产、科研所需的原辅材料(须经审批的,未获批准前不得经营)",301206.SZ
301207,华兰疫苗,医药制造业,河南省,新乡市,人用疫苗研发、生产、销售。,301207.SZ
301208,中亦科技,软件和信息技术服务业,北京市,北京市,IT运行维护服务、原厂软硬件产品、自主智能运维产品和运营数据分析服务,301208.SZ
301209,联合化学,化学原料及化学制品制造业,山东省,龙口市,偶氮类有机颜料、挤水基墨的研发、生产与销售。,301209.SZ
301211,亨迪药业,医药制造业,湖北省,荆门市,化学原料药及制剂产品的研发、生产和销售。,301211.SZ
301212,联盛化学,化学原料及化学制品制造业,浙江省,临海市,医药中间体、农药中间体、电子化学品及化工溶剂为主的精细化学品的研发、生产、销售及进出口贸易。,301212.SZ
301213,观想科技,软件和信息技术服务业,四川省,成都市,为客户提供装备全寿命周期管理系统、智能武器装备管控模块等相关软硬件产品及服务。,301213.SZ
301215,中汽股份,专业技术服务业,江苏省,盐城市,"通过构建汽车场地试验环境和试验场景,为汽车整车生产企业、汽车检测机构、汽车底盘部件系统企业以及轮胎企业等客户提供场地试验技术服务。",301215.SZ
301216,万凯新材,化学原料及化学制品制造业,浙江省,海宁市,聚酯材料研发、生产、销售。,301216.SZ
301217,铜冠铜箔,计算机、通信和其他电子设备制造业,安徽省,池州市,各类高精度电子铜箔的研发、制造和销售。,301217.SZ
301218,华是科技,软件和信息技术服务业,浙江省,杭州市,为智慧城市行业客户提供信息化系统集成及技术服务,301218.SZ
301219,腾远钴业,有色金属冶炼及压延加工业,江西省,赣州市,钴、铜产品的研发、生产与销售。,301219.SZ
301220,亚香股份,化学原料及化学制品制造业,江苏省,昆山市,香料的研发、生产和销售。,301220.SZ
301221,光庭信息,软件和信息技术服务业,湖北省,武汉市,为汽车零部件供应商和汽车整车制造商提供专业汽车电子软件定制化开发和软件技术服务。,301221.SZ
301222,浙江恒威,电气机械及器材制造业,浙江省,嘉兴市,高性能环保锌锰电池的研发、生产及销售。,301222.SZ
301223,中荣股份,造纸及纸制品业,广东省,中山市,纸制印刷包装研发、设计、生产、销售。,301223.SZ
301225,恒勃股份,汽车制造业,浙江省,台州市,内燃机进气系统及配件的研发、生产和销售。,301225.SZ
301226,祥明智能,电气机械及器材制造业,江苏省,常州市,微特电机、风机及智能化组件的研发、生产与销售,301226.SZ
301227,森鹰窗业,木材加工及木、竹、藤、棕、草制品业,黑龙江省,哈尔滨市,定制化节能铝包木窗研发、设计、生产及销售,301227.SZ
301228,实朴检测,专业技术服务业,上海市,上海市,土壤和地下水检测、水质与气体检测、农食检测。,301228.SZ
301229,纽泰格,汽车制造业,江苏省,淮安市,汽车悬架系统、汽车内外饰等领域的铝铸零部件和塑料件的研发、生产和销售。,301229.SZ
301230,泓博医药,研究和试验发展,上海市,上海市,药物发现、制药工艺的研究开发以及原料药中间体的商业化生产。,301230.SZ
301231,荣信文化,新闻和出版业,陕西省,西安市,少儿图书的策划与发行业务、少儿文化产品出口业务。,301231.SZ
301233,盛帮股份,橡胶和塑料制品业,四川省,成都市,橡胶高分子材料制品研发、生产和销售。,301233.SZ
301234,五洲医疗,专用设备制造业,安徽省,安庆市,一次性使用无菌输注类医疗器械的研发、生产、销售以及其他诊断、护理等相关医疗用品的集成供应。,301234.SZ
301235,华康医疗,专业技术服务业,湖北省,武汉市,"医疗净化系统研发、设计、实施和运维,相关医疗设备和医疗耗材的销售。",301235.SZ
301236,软通动力,软件和信息技术服务业,北京市,北京市,为通讯设备、互联网服务、金融、高科技与制造等多个行业客户提供端到端的软件与数字技术服务和数字化运营服务。,301236.SZ
301237,和顺科技,橡胶和塑料制品业,浙江省,杭州市,差异化、功能性双向拉伸聚酯薄膜(BOPET薄膜)的研发、生产和销售。,301237.SZ
301238,瑞泰新材,化学原料及化学制品制造业,江苏省,张家港市,锂离子电池材料以及硅烷偶联剂等化工新材料的研发、生产和销售。,301238.SZ
301239,普瑞眼科,卫生,四川省,成都市,向眼科疾病患者提供专业的眼科医疗服务。,301239.SZ
301246,宏源药业,医药制造业,湖北省,黄冈市,有机化学原料、医药中间体、原料药及医药制剂研发、生产和销售。,301246.SZ
301248,杰创智能,软件和信息技术服务业,广东省,广州市,提供涵盖业务咨询、方案设计、设备采购、产品研发、系统集成及运营维护的全周期综合解决方案。,301248.SZ
301251,威尔高,计算机、通信和其他电子设备制造业,江西省,吉安市,印制电路板的研发、生产和销售,301251.SZ
301252,同星科技,通用设备制造业,浙江省,绍兴市,制冷设备相关产品的研发、生产和销售。,301252.SZ
301255,通力科技,通用设备制造业,浙江省,瑞安市,减速机的研发、生产、销售及服务。,301255.SZ
301256,华融化学,化学原料及化学制品制造业,四川省,彭州市,氢氧化钾等精细钾产品及次氯酸钠、盐酸等氯产品的研发、生产和销售,301256.SZ
301257,普蕊斯,研究和试验发展,上海市,上海市,临床试验现场管理服务,301257.SZ
301258,富士莱,医药制造业,江苏省,常熟市,医药中间体、原料药以及保健品原料的研发、生产与销售。,301258.SZ
301259,艾布鲁,生态保护和环境治理业,湖南省,长沙市,农村生活环境、生态环境和生产环境治理三大领域提供投融资、咨询设计、工程承包、装备制造及销售、药剂和修复类植物生产及销售、运营等全产业链系统服务。,301259.SZ
301260,格力博,专用设备制造业,江苏省,常州市,新能源园林机械的研发、设计、生产及销售。,301260.SZ
301263,泰恩康,批发业,广东省,汕头市,代理运营及研发、生产、销售医药产品、医疗器械、卫生材料并提供医药技术服务与技术转让等。,301263.SZ
301265,华新环保,废弃资源综合利用业,北京市,北京市,电子废弃物拆解、报废机动车拆解、废旧电子设备回收再利用和危险废物处置业务。,301265.SZ
301266,宇邦新材,电气机械及器材制造业,江苏省,苏州市,光伏焊带的研发、生产与销售,301266.SZ
301267,华厦眼科,卫生,福建省,厦门市,眼科专科医疗服务。,301267.SZ
301268,铭利达,金属制品业,广东省,深圳市,精密结构件及模具的设计、研发、生产及销售。,301268.SZ
301269,华大九天,软件和信息技术服务业,北京市,北京市,EDA工具软件的开发、销售及相关服务。,301269.SZ
301270,汉仪股份,软件和信息技术服务业,北京市,北京市,"字体设计、字库软件开发和授权、提供字库类技术服务和视觉设计服务,以及以IP赋能方式开展的IP产品化业务。",301270.SZ
301273,瑞晨环保,通用设备制造业,上海市,上海市,高效节能设备的研发、设计、生产和销售。,301273.SZ
301276,嘉曼服饰,纺织服装、服饰业,北京市,北京市,中高端童装运营,301276.SZ
301277,新天地,医药制造业,河南省,长葛市,手性医药中间体的研发、生产和销售。,301277.SZ
301278,快可电子,电气机械及器材制造业,江苏省,苏州市,光伏接线盒和光伏连接器系列产品的研发、生产和销售。,301278.SZ
301279,金道科技,通用设备制造业,浙江省,绍兴市,各类叉车等工业车辆变速箱的研发、生产及销售。,301279.SZ
301280,珠城科技,计算机、通信和其他电子设备制造业,浙江省,乐清市,专注于电子连接器的研发、生产及销售,301280.SZ
301281,科源制药,医药制造业,山东省,济南市,化学原料药及其制剂产品的研发、生产和销售。,301281.SZ
301282,金禄电子,计算机、通信和其他电子设备制造业,广东省,清远市,印制电路板(PCB)的研发、生产和销售。,301282.SZ
301283,聚胶股份,化学原料及化学制品制造业,广东省,广州市,吸收性卫生用品专用热熔胶的研发、生产和销售,301283.SZ
